id,year,product_name,company,country,industry_group,weight_kg,carbon_footprint_pcf,upstream_percent_total_pcf,operations_percent_total_pcf,downstream_percent_total_pcf
1884-1-2013,2013,Bloombergs standardissue flat panel configuration prior to 2010 was two 19 panels mounted on a metal stand In early 2010 Bloomberg engaged in the WRI Product Life Cycle Roadtest for this functional unit cradletograve The functional unit has a lifespan of 5 years so the emissions indicated in this report are the full emissions associated with that lifespan,Bloomberg,United States,Media,14.6,9438.0,64.62,0.57,34.81
1884-1-2014,2014,BloombergProvided Flat Panel Unit,Bloomberg,United States,Media,14.6,9438.0,64.62,0.57,34.81
1884-1-2015,2015,BloombergProvided Flat Panel Unit,Bloomberg,United States,Media,14.6,1766.0,19.53,1.02,79.46
1884-1-2016,2016,BloombergProvided Flat Panel Unit,Bloomberg,United States,Media,14.6,1766.0,19.53,1.02,79.46
1884-2-2013,2013,Bloombergs standard keyboard which is optional hardware available for lease to all Bloomberg Terminal customers  The functional unit has a lifespan of 3 years so the emissions indicated in this report are the full emissions associated with that lifespan,Bloomberg,United States,Media,1.08,93.68,33.96,11.12,54.92
1884-2-2014,2014,BloombergProvided Keyboard,Bloomberg,United States,Media,1.08,93.68,33.96,11.12,54.92
1884-2-2015,2015,BloombergProvided Keyboard,Bloomberg,United States,Media,1.08,40.0,56.43,4.31,39.26
1884-2-2016,2016,BloombergProvided Keyboard,Bloomberg,United States,Media,1.08,40.0,56.43,4.31,39.26
1884-3-2013,2013,Bloombergs biometric device BUnit distributed to all Bloomberg Terminal customers  The functional unit has a lifespan of 3 years so the emissions indicated in this report are the full emissions associated with that lifespan,Bloomberg,United States,Media,0.03,2.18,84.33,6.91,8.76
1884-3-2014,2014,Bloomberg BUnit,Bloomberg,United States,Media,0.03,2.18,84.33,6.91,8.76
1884-3-2015,2015,Bloomberg BUnit,Bloomberg,United States,Media,0.03,2.0,78.39,15.58,6.03
1884-3-2016,2016,Bloomberg BUnit,Bloomberg,United States,Media,0.03,2.0,78.39,15.58,6.03
19100-1-2013,2013,TG582n Home Gateway to provide multiple play telecom data services data voice TV in the home,Technicolor SA,France,Media,0.6,111.0,4.19,1.6,94.21
19100-1-2014,2014,Home Gateway TG582n,Technicolor SA,France,Media,0.6,111.0,4.19,1.6,94.21
19100-1-2015,2015,Home Gateway TG582n,Technicolor SA,France,Media,0.6,111.0,4.19,1.6,94.21
19238-3-2017,2017,GL film packages,"Toppan Printing Co., Ltd.",Japan,Commercial & Professional Services,13.44,377.6,70.15,27.65,2.2
19238-4-2017,2017,MRPET film package,"Toppan Printing Co., Ltd.",Japan,Commercial & Professional Services,13.44,363.0,68.94,31.06,0.0
19429-1-2016,2016,Agricultural tires BlueTire Yechnology,Trelleborg AB,Sweden,Capital Goods,370.69,1408.62,63.92,32.99,3.09
20033-1-2013,2013,Polyethylene pipe,Radius Systems,United Kingdom,Capital Goods,1.0,2.52,91.39,7.94,0.67
20309-1-2013,2013,VW Polo V 16 TDI BlueMotion Technology,Volkswagen AG,Germany,Automobiles & Components,993.0,21725.0,18.63,5.75,75.62
20309-1-2014,2014,VW Polo,Volkswagen AG,Germany,Automobiles & Components,993.0,21725.0,44.52,23.13,32.34
20309-1-2015,2015,Volkswagen Polo,Volkswagen AG,Germany,Automobiles & Components,993.0,21725.0,44.52,23.13,32.34
20309-1-2016,2016,Volkswagen Polo,Volkswagen AG,Germany,Automobiles & Components,993.0,21725.0,44.52,23.13,32.34
20309-2-2013,2013,VW Golf VII 16 TDI BlueMotion Technology,Volkswagen AG,Germany,Automobiles & Components,1358.06,22218.0,19.52,6.02,74.46
20309-2-2014,2014,VW Golf,Volkswagen AG,Germany,Automobiles & Components,1394.34,22218.0,44.52,23.13,32.34
20309-2-2015,2015,Volkswagen Golf,Volkswagen AG,Germany,Automobiles & Components,1394.34,22218.0,44.52,23.13,32.34
20309-2-2016,2016,Volkswagen Golf,Volkswagen AG,Germany,Automobiles & Components,1358.06,22218.0,44.52,23.13,32.34
20309-3-2013,2013,Passat B7 20 TDI BlueMotion Technology,Volkswagen AG,Germany,Automobiles & Components,1539.04,28011.0,20.54,6.33,73.12
20309-3-2014,2014,VW Passat,Volkswagen AG,Germany,Automobiles & Components,1539.04,28011.0,44.52,23.13,32.34
20309-3-2015,2015,Volkswagen Passat,Volkswagen AG,Germany,Automobiles & Components,1539.04,28011.0,44.52,23.13,32.34
20309-3-2016,2016,Volkswagen Passat,Volkswagen AG,Germany,Automobiles & Components,1539.04,28011.0,44.52,23.13,32.34
20309-4-2013,2013,Audi A3 20 TDI,Volkswagen AG,Germany,Automobiles & Components,1460.11,30647.0,15.68,4.84,79.48
20309-5-2014,2014,Mean value for a vehicle within the Volkswagen Group according to CDP Report 2013 global scope,Volkswagen AG,Germany,Automobiles & Components,1539.04,34694.0,44.52,23.13,32.34
20309-5-2015,2015,Mean value for a vehicle within the Volkswagen Group according to CDP Report 2014 global scope,Volkswagen AG,Germany,Automobiles & Components,1539.04,33683.0,44.52,23.13,32.34
20309-6-2014,2014,VW up,Volkswagen AG,Germany,Automobiles & Components,929.86,21488.0,44.52,23.13,32.34
20309-6-2015,2015,Volkswagen up,Volkswagen AG,Germany,Automobiles & Components,929.86,21488.0,44.52,23.13,32.34
20309-6-2016,2016,Volkswagen up,Volkswagen AG,Germany,Automobiles & Components,929.86,21488.0,44.52,23.13,32.34
20309-7-2014,2014,Audi A6,Volkswagen AG,Germany,Automobiles & Components,1895.11,37094.0,44.52,23.13,32.34
20309-7-2015,2015,Audi A6,Volkswagen AG,Germany,Automobiles & Components,1895.11,37094.0,44.52,23.13,32.34
20309-7-2016,2016,Audi A6,Volkswagen AG,Germany,Automobiles & Components,1895.11,37094.0,44.52,23.13,32.34
20309-8-2014,2014,VW Caddy,Volkswagen AG,Germany,Automobiles & Components,1128.0,28608.0,44.52,23.13,32.34
20309-8-2015,2015,Volkswagen Caddy,Volkswagen AG,Germany,Automobiles & Components,1128.0,28608.0,44.52,23.13,32.34
20309-8-2016,2016,Volkswagen Caddy,Volkswagen AG,Germany,Automobiles & Components,1128.0,28608.0,44.52,23.13,32.34
20309-9-2016,2016,Volkswagen eup,Volkswagen AG,Germany,Automobiles & Components,1185.0,7550.0,44.52,23.13,32.34
20523-1-2013,2013,Alliance HPLC High Peformance Liquid Chromatography  The Alliance is an HPLC that is unique in that it has a single set of electronic boards that control the functions for both the solvent delivery system and the autosampler in the liquid chromatograph,Waters Corporation,United States,"Pharmaceuticals, Biotechnology & Life Sciences",59.0,15196.6,2.95,0.64,96.41
20523-1-2014,2014,Alliance HPLC,Waters Corporation,United States,"Pharmaceuticals, Biotechnology & Life Sciences",59.0,40215.0,1.41,0.3,98.28
20523-2-2013,2013,ACQUITY UPLC ACQUITY IClass ACQUITY HClass,Waters Corporation,United States,"Pharmaceuticals, Biotechnology & Life Sciences",25.9,17074.4,4.07,0.88,95.05
20527-1-2013,2013,Electric Motor,Weg S/A,Brazil,Capital Goods,90.0,53057.5,0.01,0.0,99.99
20527-1-2014,2014,Electric Motor,Weg S/A,Brazil,Capital Goods,90.0,87589.36467,0.02,0.0,99.98
20527-1-2015,2015,Electric Motor,Weg S/A,Brazil,Electrical Equipment and Machinery,90.0,20007.62,0.1,0.02,99.88
20822-1-2013,2013,Phaser 6600,Xerox Corporation,United States,Technology Hardware & Equipment,25.5,584.0,3.6,67.29,29.11
20822-1-2014,2014,Phaser 6600,Xerox Corporation,United States,Technology Hardware & Equipment,25.5,584.0,3.6,67.29,29.11
20822-1-2015,2015,Phaser 6600,Xerox Corporation,United States,Software & Services,25.5,584.0,3.6,67.29,29.11
20822-1-2016,2016,Phaser 6600,Xerox Corporation,United States,Software & Services,25.5,584.0,3.6,67.29,29.11
20822-2-2013,2013,ColorQube 8900,Xerox Corporation,United States,Technology Hardware & Equipment,46.31,2445.0,1.6,27.72,70.69
20822-2-2015,2015,ColorQube 8900,Xerox Corporation,United States,Software & Services,46.31,2445.0,1.6,27.72,70.69
20822-2-2016,2016,ColorQube 8900,Xerox Corporation,United States,Software & Services,46.31,2445.0,1.6,27.72,70.69
20822-3-2013,2013,ColorQube 9200,Xerox Corporation,United States,Technology Hardware & Equipment,368.8,7090.0,1.26,32.44,66.29
20822-3-2014,2014,ColorQube 9200,Xerox Corporation,United States,Technology Hardware & Equipment,368.8,7090.0,1.27,32.57,66.16
20822-3-2015,2015,ColorQube 9200,Xerox Corporation,United States,Software & Services,368.8,7090.0,1.27,32.57,66.16
20822-3-2016,2016,ColorQube 9200,Xerox Corporation,United States,Software & Services,368.8,7090.0,1.27,32.57,66.16
20822-4-2013,2013,ColorQube 8870,Xerox Corporation,United States,Technology Hardware & Equipment,34.02,2110.0,44.52,23.13,32.34
20822-4-2014,2014,ColorQube 8870,Xerox Corporation,United States,Technology Hardware & Equipment,34.02,2011.0,3.88,9.1,87.02
20822-4-2015,2015,ColorQube 8870,Xerox Corporation,United States,Software & Services,34.02,2011.0,3.88,9.1,87.02
20822-4-2016,2016,ColorQube 8870,Xerox Corporation,United States,Software & Services,34.02,2011.0,3.88,9.1,87.02
20822-5-2014,2014,Phaser 7100,Xerox Corporation,United States,Technology Hardware & Equipment,44.0,2000.0,13.31,2.12,84.57
20822-5-2015,2015,Phaser 7100,Xerox Corporation,United States,Software & Services,44.0,2000.0,13.31,2.12,84.57
20822-5-2016,2016,Phaser 7100,Xerox Corporation,United States,Software & Services,44.0,2000.0,13.31,2.12,84.57
20822-6-2015,2015,WorkCentre 59455955,Xerox Corporation,United States,Software & Services,158.5,4216.0,64.27,0.0,35.73
20822-6-2016,2016,WorkCentre 59455955,Xerox Corporation,United States,Software & Services,158.5,4216.0,64.29,0.0,35.71
20822-7-2015,2015,WorkCentre 5325,Xerox Corporation,United States,Software & Services,137.2,1300.0,47.58,2.61,49.81
20822-7-2016,2016,WorkCentre 5325,Xerox Corporation,United States,Software & Services,137.2,1300.0,47.58,2.61,49.81
20822-8-2015,2015,WorkCentre 5330,Xerox Corporation,United States,Software & Services,137.2,1500.0,41.53,2.28,56.2
20822-8-2016,2016,WorkCentre 5330,Xerox Corporation,United States,Software & Services,137.2,1500.0,41.53,2.28,56.2
20822-9-2015,2015,WorkCentre 5335,Xerox Corporation,United States,Software & Services,137.2,1700.0,37.51,2.06,60.44
20822-9-2016,2016,WorkCentre 5335,Xerox Corporation,United States,Software & Services,137.2,1700.0,37.51,2.06,60.44
20871-1-2015,2015,Pressure transmitter  GTX,Azbil Corporation,Japan,Technology Hardware & Equipment,3.6,42.2,54.23,20.36,25.41
20871-2-2015,2015,Photoelectric sensor,Azbil Corporation,Japan,Technology Hardware & Equipment,0.11,13.8,1.7,0.13,98.17
20871-5-2015,2015,Neosensor indoor temperature sensor,Azbil Corporation,Japan,Technology Hardware & Equipment,0.11,2.5,96.0,2.8,1.2
20871-6-2015,2015,Temperature sensor for duct,Azbil Corporation,Japan,Technology Hardware & Equipment,0.24,8.3,99.81,0.0,0.19
20947-1-2014,2014,1 fuelefficient tire for passenger cars,"Yokohama Rubber Company, Limited",Japan,Automobiles & Components,8.7,256.5,9.36,2.73,87.91
20947-1-2015,2015,1 fuelefficient tire for passenger cars,"Yokohama Rubber Company, Limited",Japan,Tires,8.7,287.68,13.77,4.0,82.24
20947-2-2014,2014,1 fuelefficient truck and buss tire,"Yokohama Rubber Company, Limited",Japan,Automobiles & Components,160.0,1881.0,44.52,23.13,32.34
20947-2-2015,2015,1 fuelefficient truck and buss tire,"Yokohama Rubber Company, Limited",Japan,Tires,160.0,1734.0,44.52,23.13,32.34
2116-1-2015,2015,CHEP wooden exchange pooled pallet in USA 48x40,Brambles,Australia,Trading Companies & Distributors and Commercial Services & Supplies,31.8,40.79,44.52,23.13,32.34
2116-2-2015,2015,CHEP wooden exchange pooled pallet in Canada 48x40,Brambles,Australia,Trading Companies & Distributors and Commercial Services & Supplies,31.8,35.16,44.52,23.13,32.34
2116-3-2015,2015,Foldable reusable plastic crates RPCs in Australia,Brambles,Australia,Trading Companies & Distributors and Commercial Services & Supplies,2.5,20.04,44.52,23.13,32.34
2116-5-2015,2015,CHEP wooden exchange pooled pallet in Canada 48x20,Brambles,Australia,Trading Companies & Distributors and Commercial Services & Supplies,15.9,18.76,44.52,23.13,32.34
2116-6-2015,2015,IFCO reusable plastic crates RPCs in North America,Brambles,Australia,Trading Companies & Distributors and Commercial Services & Supplies,2.41,89.567,44.52,23.13,32.34
2116-8-2015,2015,Rigid side reusable plastic crates RPCs in Australia,Brambles,Australia,Trading Companies & Distributors and Commercial Services & Supplies,2.41,34.15,44.52,23.13,32.34
2135-1-2013,2013,The Polyethylene PE molecular formula CH2n is currently the worlds main plastic material Its properties depend on the shape of the polyethylene  given that the ones of low density are more flexible while the high density polyethylenes are more rigid This material is produced from the polymerization of the monomer ethylene Despite the differences between the types of polyethylene produced by Braskem this assessment was targeted at finding an average value of emissions for all of the resins produced The figure provide in column Total emissions in kg CO2e per unit has the dimension of tCO2e ton product,Braskem S/A,Brazil,Materials,1.0,1.32,82.4,17.6,0.0
2135-1-2014,2014,Polyethylene,Braskem S/A,Brazil,Materials,1.0,1.32,44.52,23.13,32.34
2135-1-2015,2015,Polyethylene,Braskem S/A,Brazil,Chemicals,1.0,1.32,44.52,23.13,32.34
2135-1-2016,2016,Polyethylene,Braskem S/A,Brazil,Materials,1000.0,1320.0,44.52,23.13,32.34
2135-2-2013,2013,Polypropylene PP or Polypropene which has the molecular formula of CH CH3  CH2n is a resin produced from the polymerization of monomer Propene its main feedstock It may also be produced from a mixture of two types of monomers ethylene and propylene producing the PP Copolymer This is the carbon footprint for the Polypropylene produced in Brazil The figure provide in column Total emissions in kg CO2e per unit has the dimension of tCO2e ton product,Braskem S/A,Brazil,Materials,1.0,1.33,81.69,18.31,0.0
2135-2-2014,2014,Polypropylene,Braskem S/A,Brazil,Materials,1.0,1.33,44.52,23.13,32.34
2135-2-2015,2015,Polypropylene,Braskem S/A,Brazil,Chemicals,1.0,1.33,44.52,23.13,32.34
2135-2-2016,2016,Polypropylene,Braskem S/A,Brazil,Materials,1000.0,1330.0,44.52,23.13,32.34
2135-3-2013,2013,The Polyvinyl Chloride PVC CH2CHCln is the oldest plastic material This material is produced from the polymerization of the monomer MVC Braskem has a chlorine production unit base material which shall be used for the production of DCE 12dichloroethane from the mixture of chloride and ethylene Afterwards the DCE reacts to form MVC the monomer for the polymerization process The figure provide in column Total emissions in kg CO2e per unit has the dimension of tCO2e ton product,Braskem S/A,Brazil,Materials,1.0,1.77,44.07,13.56,42.37
2135-3-2014,2014,Polyvinyl Chloride,Braskem S/A,Brazil,Materials,1.0,1.77,44.52,23.13,32.34
2135-3-2015,2015,Polyvinyl Chloride,Braskem S/A,Brazil,Chemicals,1.0,1.77,44.52,23.13,32.34
2135-3-2016,2016,Polyvinyl Chloride,Braskem S/A,Brazil,Materials,1000.0,1770.0,44.52,23.13,32.34
21394-1-2013,2013,Acer 156 Notebook,Wistron Corp,Taiwan,Technology Hardware & Equipment,2.36,8.8,44.52,23.13,32.34
21477-10-2015,2015,LCD PC,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,1600.0,44.52,23.13,32.34
21477-11-2015,2015,PND,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,10202.0,44.52,23.13,32.34
21477-1-2015,2015,Note book,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,1330.0,44.52,23.13,32.34
21477-12-2015,2015,Auto,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,10202.0,44.52,23.13,32.34
21477-13-2015,2015,Watch,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,10202.0,44.52,23.13,32.34
21477-14-2015,2015,Camera,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,10202.0,44.52,23.13,32.34
21477-14-2016,2016,Camera,Quanta Computer,Taiwan,Technology Hardware & Equipment,0.25,5.3,44.52,23.13,32.34
21477-15-2016,2016,AIO,Quanta Computer,Taiwan,Technology Hardware & Equipment,8.05,5.4,44.52,23.13,32.34
21477-16-2016,2016,AIO,Quanta Computer,Taiwan,Technology Hardware & Equipment,8.05,5.3,44.52,23.13,32.34
21477-17-2016,2016,Notebook,Quanta Computer,Taiwan,Technology Hardware & Equipment,2.95,5.4,44.52,23.13,32.34
21477-20-2016,2016,Server,Quanta Computer,Taiwan,Technology Hardware & Equipment,19.97,2.4,44.52,23.13,32.34
21477-21-2016,2016,Tablet,Quanta Computer,Taiwan,Technology Hardware & Equipment,0.35,5.3,44.52,23.13,32.34
21477-2-2015,2015,Servers,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,3248.0,44.52,23.13,32.34
21477-22-2016,2016,VR,Quanta Computer,Taiwan,Technology Hardware & Equipment,0.35,3.6,44.52,23.13,32.34
21477-3-2015,2015,DT,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,1600.0,44.52,23.13,32.34
21477-4-2015,2015,Phone,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,1600.0,44.52,23.13,32.34
21477-5-2015,2015,Pad,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,1600.0,44.52,23.13,32.34
21477-6-2015,2015,CHROMEBOX,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,1600.0,44.52,23.13,32.34
21477-7-2015,2015,Lamp,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,1600.0,44.52,23.13,32.34
21477-8-2015,2015,POS,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,1600.0,44.52,23.13,32.34
21477-9-2015,2015,Speaker,Quanta Computer,Taiwan,Technology Hardware & Equipment,1000.0,1600.0,44.52,23.13,32.34
2156-1-2016,2016,Tire including low fuel consumption tire eg ECOPIA series,Bridgestone Corporation,Japan,Automobiles & Components,9.07,118.0,9.19,3.88,86.93
21673-1-2014,2014,Air Purifier,Coway Co Ltd,South Korea,Consumer Durables & Apparel,7.2,126.0,26.58,0.79,72.63
21889-1-2013,2013,Folding boxboard produced at the Maule and Valdivia mills,Empresas CMPC,Chile,Materials,1000.0,549.2,44.52,23.13,32.34
21889-1-2014,2014,Folding boxboard,Empresas CMPC,Chile,Materials,1000.0,554.94,26.42,73.58,0.0
21889-1-2015,2015,Folding boxboard,Empresas CMPC,Chile,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000.0,451.46,26.42,73.58,0.0
22295-10-2015,2015,Tako CX Lite,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000.0,918.0,11.0,83.55,5.45
22295-11-2015,2015,Tako CX Lite S,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000.0,918.0,11.0,83.55,5.45
22295-1-2013,2013,Simcote is a fully coated folding boxboard with a washed groundwood middle layer based on 100  fresh forest fibres Typical enduses are food and general packaging,Metsä Board,Finland,Materials,1000.0,597.0,21.27,71.19,7.54
22295-1-2015,2015,Simcote,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000.0,782.0,15.73,78.01,6.27
22295-12-2015,2015,Tako CX Lite S2,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000.0,918.0,11.0,83.55,5.45
22295-13-2015,2015,Tako CX Lite OBA,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000.0,918.0,11.0,83.55,5.45
22295-14-2015,2015,Tako CX White S,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000.0,900.0,11.22,83.22,5.56
22295-15-2016,2016,Mets Board Classic FBB Simcote,Metsä Board,Finland,Materials,1000.0,807.0,44.52,23.13,32.34
22295-16-2016,2016,Mets Board Classic FBB CX Tako Lite CX,Metsä Board,Finland,Materials,1000.0,767.0,25.03,74.97,0.0
22295-17-2016,2016,Mets Board Natural FSB Cup  new product,Metsä Board,Finland,Materials,1000.0,369.0,48.51,51.49,0.0
22295-18-2016,2016,Mets Board Prime FBB Carta Elega,Metsä Board,Finland,Materials,1000.0,804.0,22.87,77.13,0.0
22295-19-2016,2016,Mets Board Prime FBB Bright Carta Integra,Metsä Board,Finland,Materials,1000.0,534.0,36.7,63.3,0.0
22295-20-2016,2016,Mets Board Prime FBB CX Tako CX White S,Metsä Board,Finland,Materials,1000.0,767.0,28.07,71.93,0.0
22295-21-2016,2016,Mets Board Prime FBB CXB Carta Allura,Metsä Board,Finland,Materials,1000.0,766.0,27.32,72.68,0.0
22295-2-2013,2013,Carta Elega is a fully coated folding boxboard GC1 based on 100  fresh forest fibres Typical end uses are cosmetics and other luxury packagings and graphical applications,Metsä Board,Finland,Materials,1000.0,482.0,26.35,62.45,11.2
22295-2-2015,2015,Carta Elega,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000.0,804.0,15.55,77.11,7.34
22295-22-2016,2016,Mets Board Prime FBB CXL Tako HiD L JTI,Metsä Board,Finland,Materials,1000.0,767.0,44.52,23.13,32.34
22295-23-2016,2016,Mets Board Prime FBB CXX Tako HiD X JTI,Metsä Board,Finland,Materials,1000.0,767.0,28.07,71.93,0.0
22295-24-2016,2016,Mets Board Pro FBB Avanta Prima,Metsä Board,Finland,Materials,1000.0,811.0,21.21,78.79,0.0
22295-25-2016,2016,Mets Board Pro FBB Bright Carta Solida,Metsä Board,Finland,Materials,1000.0,534.0,36.7,63.3,0.0
22295-26-2016,2016,MetsBoard Pro FBB CX Tako CX Lite S,Metsä Board,Finland,Materials,1000.0,776.0,25.9,74.1,0.0
22295-3-2013,2013,Avanta Prima is a fully coated folding boxboard GC2 based on 100  fresh forest fibress Typical end uses are highquality pharmaceuticals daily cosmetics and food packagings,Metsä Board,Finland,Materials,1000.0,478.0,24.43,64.3,11.27
22295-3-2015,2015,Avanta Prima,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000.0,811.0,14.06,78.42,7.52
22295-4-2013,2013,Carta Solida is a fully coated BCTMP board with a white back based on 100  fresh forest fibres Carta Solida is suitable for packaging and graphical end uses and it is available in reels and sheets,Metsä Board,Finland,Materials,1000.0,359.0,42.34,44.01,13.65
22295-4-2015,2015,Carta Solida,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000.0,534.0,27.53,63.3,9.18
22295-5-2013,2013,Carta Integra is a fully coated BCTMP board with a coated back  based on 100  fresh forest fibres Carta Integra is suitable for graphical and packaging end uses and it is available in reels and sheets,Metsä Board,Finland,Materials,1000.0,359.0,42.34,44.01,13.65
22295-5-2015,2015,Carta Integra,Metsä Board,Finland,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",1000.0,534.0,27.53,63.3,9.18
22295-6-2013,2013,Kemiart Brite is a tradional white top kraftliner for retail packages with large colourprinted areas and line pictures with excellent contrast based on 100  fresh forest fibres It is used for corrugated packaging,Metsä Board,Finland,Materials,1000.0,398.0,37.69,47.74,14.57
22295-7-2013,2013,Batabak 515 is a fully coated bleached paperboard with uncoated back based on 100  fresh forest fibres Typical end use is cigarette packaging,Metsä Board,Finland,Materials,1000.0,781.0,17.16,76.31,6.53
22295-8-2013,2013,Batabak 580 is a fully coated bleached paperboard with  a coated back based on 100  fresh forest fibres Typical end use is cigarette packaging,Metsä Board,Finland,Materials,1000.0,792.0,18.71,74.84,6.45
22295-9-2013,2013,Batabak 510 is a fully coated bleached paperboard with uncoated back based on 100  fresh forest fibres Typical end use is cigarette packaging,Metsä Board,Finland,Materials,1000.0,781.0,17.16,76.31,6.53
22322-1-2014,2014,Glass container,Owens-Illinois,United States,Materials,0.42,0.153,44.52,23.13,32.34
22322-2-2014,2014,Glass container,Owens-Illinois,United States,Materials,0.42,0.11,44.52,23.13,32.34
22322-3-2014,2014,Glass container,Owens-Illinois,United States,Materials,0.42,0.117,44.52,23.13,32.34
22322-4-2014,2014,Glass container,Owens-Illinois,United States,Materials,0.42,0.171,44.52,23.13,32.34
22379-1-2014,2014,BillerudKorsns Liquid LC,BillerudKorsnäs,Sweden,Materials,1000.0,407.0,69.4,9.7,20.9
22379-1-2015,2015,BillerudKorsns Liquid LC,BillerudKorsnäs,Sweden,Containers & Packaging,1000.0,407.0,69.4,9.7,20.9
22645-1-2013,2013,TFTLCD products is the use of the optical properties of liquid crystals to achieve the image display liquid crystal main structure is poured into the vacuum between the two pieces of glass glass applied voltage and control the proper spacing of the deflection characteristics of the incident light can be changed to to image display For the automobile productss TFTLCD Module the product is defined as B to B Business to Business products ranging from the cradle to the door inventory according to standard PCR system boundaries should be compulsory included in carbon footprint assessment phase are as follows   Mining and raw materials made   Manufacture of major components   Transport components   Product assembly stage The models 069LA of automobile panel was complete the dual certification of carbon footprint and water footprint  by SGS in 2011,Chunghwa Picture Tubes Ltd,Taiwan,Technology Hardware & Equipment,0.28,12.0,57.0,32.0,11.0
22710-1-2014,2014,CocaCola all packaging and sizes,Coca-Cola HBC AG,Switzerland,"Food, Beverage & Tobacco",1.09,0.1673,84.28,11.12,4.6
22710-1-2015,2015,CocaCola all packaging and sizes,Coca-Cola HBC AG,Switzerland,Food & Beverage Processing,1.09,0.158,38.37,12.71,48.93
22710-1-2016,2016,CocaCola all packaging and sizes,Coca-Cola HBC AG,Switzerland,"Food, Beverage & Tobacco",1.09,0.147,42.17,10.98,46.85
22917-2-2015,2015,Wind Turbine G90 2 Megawats,"Gamesa Corporación Tecnológica, S.A.",Spain,Electrical Equipment and Machinery,361000.0,1251625.0,44.52,23.13,32.34
22917-3-2015,2015,Wind Turbine G114 2 Megawats,"Gamesa Corporación Tecnológica, S.A.",Spain,Electrical Equipment and Machinery,400000.0,1532608.0,44.52,23.13,32.34
22917-4-2015,2015,Wind Turbine G128 5 Megawats,"Gamesa Corporación Tecnológica, S.A.",Spain,Electrical Equipment and Machinery,600000.0,3718044.0,44.52,23.13,32.34
22917-5-2015,2015,Wind Turbine G132 5 Megawats,"Gamesa Corporación Tecnológica, S.A.",Spain,Electrical Equipment and Machinery,600000.0,3276187.0,44.52,23.13,32.34
23195-10-2013,2013,HP EliteDisplay E201 20inch LED Backlit Monitor,Hewlett-Packard,United States,Technology Hardware & Equipment,7.1,300.0,0.83,46.9,52.28
23195-11-2013,2013,HP Compaq LA2206xc 215inch Webcam Monitor,Hewlett-Packard,United States,Technology Hardware & Equipment,8.3,380.0,0.86,43.06,56.08
23195-1-2013,2013,HP LaserJet Enterprise M4555fskm MFP note that this product is representative of 61 similar products for which full LCAs were performed,Hewlett-Packard,United States,Technology Hardware & Equipment,52.5,16100.0,44.52,23.13,32.34
23195-12-2013,2013,HP Compaq LA2405x 24inch LED Backlit Monitor,Hewlett-Packard,United States,Technology Hardware & Equipment,10.1,460.0,1.04,38.32,60.63
23195-2-2013,2013,HP Envy 120 InkJet Printer,Hewlett-Packard,United States,Technology Hardware & Equipment,7.2,231.4,44.52,23.13,32.34
23195-3-2013,2013,HP ScanJet 7500 note that this product is representative of 5 similar products for which full LCAs were performed,Hewlett-Packard,United States,Technology Hardware & Equipment,10.61,262.1,34.5,13.16,52.35
23195-4-2013,2013,HP Compaq Elite 8300 USDT PC,Hewlett-Packard,United States,Technology Hardware & Equipment,3.1,420.0,0.52,36.38,63.1
23195-5-2013,2013,HP Compaq 8200 Elite SFF Business PC,Hewlett-Packard,United States,Technology Hardware & Equipment,7.6,500.0,0.77,33.23,66.0
23195-6-2013,2013,HP Compaq Elite 8300 MT PC,Hewlett-Packard,United States,Technology Hardware & Equipment,11.2,580.0,0.75,26.92,72.33
23195-7-2013,2013,HP EliteBook Folio 9470m,Hewlett-Packard,United States,Technology Hardware & Equipment,1.61,230.0,0.47,76.66,22.87
